Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
916	41	179	133
917	146	194	58
918	51	98	5
919	78	124	171
920	5	124	81
921	53	5	102
922	7	100	54
923	102	54	7
924	6	101	56
925	102	52	7
926	46	190	95
927	52	100	6
928	52	100	7
929	5	152	250
930	130	83	7
931	100	53	7
932	122	75	29
933	50	4	99
934	53	5	100
935	99	52	6
936	100	53	7
937	197	150	9
938	5	102	54
939	132	85	37
940	218	119	74
941	52	101	6
942	4	52	101
943	199	5	54
944	143	96	7
945	53	7	102
946	52	5	101
947	50	4	99
948	6	101	56
949	152	7	201
950	5	100	52
951	52	4	101
952	53	5	200
953	73	170	122
954	101	54	151
955	102	54	7
956	102	54	7
957	100	52	6
958	52	5	100
959	102	55	7
960	54	5	102
961	65	158	112
962	5	100	54
963	53	5	200
964	4	99	52
965	52	5	100
966	81	7	130
967	102	55	7
968	104	58	13
969	101	54	6
970	7	102	56
971	5	102	55
972	102	53	7
973	54	7	104
974	100	52	7
975	51	5	98
976	13	108	60
977	5	96	145
978	102	5	54
979	99	4	52
980	5	52	199
981	53	100	9
982	98	5	54
983	7	54	104
984	53	102	9
985	6	54	101
986	7	53	102
987	98	5	53
988	5	53	102
989	148	5	56
990	4	141	93
991	100	52	7
992	54	4	101
993	5	197	152
994	100	52	7
995	98	50	6
996	5	101	54
997	37	132	84
998	54	151	103
999	7	96	143
