Reaction test v3
type	A+B+C
number	1000

max value	65536
unit	us

test	A	B	C
787	950	11518	6239
788	51	10623	5340
789	239	5526	10807
790	147	5432	10712
791	454	11032	5747
792	5952	665	11231
793	5933	648	11209
794	10838	273	5558
795	11488	6216	933
796	828	6104	11372
797	985	6261	11531
798	6120	835	11400
799	138	10706	5427
800	10941	378	5665
801	5826	11100	543
802	11069	517	5794
803	471	11039	5758
804	10627	5357	78
805	581	11151	5869
806	6195	909	11473
807	11006	5728	441
808	307	5595	10875
809	26	10594	5316
810	388	10952	5675
811	1027	11612	6319
812	10841	279	5566
813	10794	5511	224
814	10588	5304	18
815	6190	905	11471
816	11571	1010	6293
817	316	10881	5603
818	11503	941	6224
819	5738	11012	455
820	11165	5888	601
821	11174	614	5895
822	159	5442	10722
823	6115	11398	828
824	6266	983	11548
825	5402	10684	114
826	483	5770	11052
827	701	5985	11261
828	522	11098	5813
829	5581	10862	292
830	5378	89	10663
831	933	6222	11503
832	6014	11295	727
833	6306	11587	1021
834	11124	5839	550
835	46	10616	5333
836	5682	397	10967
837	5880	595	11165
838	10848	5565	277
839	10948	5667	376
840	5920	635	11203
841	10803	5510	16090
842	11269	699	5988
843	24	5313	10596
844	918	11491	6205
845	11282	6000	714
846	10946	5672	391
847	331	5616	10896
848	11272	691	5982
849	11140	568	5857
850	667	11241	5956
851	912	11491	6201
852	230	10798	5516
853	5363	78	10647
854	5354	65	10635
855	618	5907	11188
856	622	11190	5911
857	360	10928	5645
858	11	5306	10589
859	11522	6235	944
860	5624	327	10907
861	954	11531	6248
862	6315	11604	1025
863	11593	1021	6311
864	5339	50	10624
865	10824	249	5537
866	5620	331	10905
867	10621	5336	44
868	442	11018	5731
869	6044	11325	759
870	5671	10952	386
871	6023	736	11306
872	5881	11164	594
873	11569	6288	997
874	734	11310	6027
875	755	11328	6049
876	10747	181	5468
877	6049	772	11326
878	10733	168	5453
879	10650	82	5368
880	5499	10784	207
881	5988	699	11273
882	5712	11140	432
883	11233	5961	682
884	5624	331	10907
885	871	11426	6152
886	6175	11456	892
887	10911	342	5627
888	10880	5599	314
889	11434	6157	873
890	14458	19742	9166
891	194	5479	10758
892	697	5973	11243
893	5513	10797	221
894	6190	905	11473
895	723	6007	11288
896	5759	11036	476
897	630	5913	11190
898	438	5725	11004
899	6205	11488	918
900	882	6167	11452
901	11439	882	6163
902	11193	634	5916
903	11434	875	6156
904	220	5503	10781
905	11489	6212	925
906	265	5550	10837
907	6253	11538	966
908	288	5574	10859
909	808	11372	6093
910	6280	11559	993
911	11194	631	5914
912	5383	10651	108
913	5645	367	10915
914	5870	11147	594
915	284	5573	10856
916	325	10894	5616
917	143	5428	10706
918	5751	464	11034
919	864	11411	6139
920	11195	5914	633
921	419	5708	10989
922	579	5864	11143
923	513	5804	11083
924	5914	11194	633
925	5583	296	10866
926	5804	524	11079
927	129	5414	10693
928	10946	5669	384
929	250	10817	5537
930	67	5342	10614
931	10918	374	5648
932	11026	301	5586
933	445	11004	5728
934	732	11300	6021
935	5694	411	10974
936	10993	425	5710
937	10629	70	5355
938	228	5515	10796
939	10741	175	5462
940	5374	10653	89
941	11533	6253	966
942	419	5708	10987
943	6277	993	11565
944	10758	188	5477
945	464	11032	5751
946	295	5578	10861
947	5839	11116	556
948	11308	742	6030
949	11539	6256	967
950	11192	627	5910
951	822	6100	11367
952	22	10588	5308
953	5963	11244	676
954	472	5753	11031
955	6055	11335	768
956	10755	192	5479
957	5650	10927	367
958	6046	11327	761
959	6150	11428	863
960	5742	455	11023
961	11081	505	5796
962	326	5613	10894
963	5320	10603	33
964	11027	459	5746
965	191	5483	10763
966	404	10973	5689
